id,bureau,adresse,cp,ville,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
483,2,4 BIS AVENUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.725823999999996,2.418688,4 BIS Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049969,4 BIS,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
484,2,41   AVENUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.728291999999996,2.4186509999999997,41 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048579,41,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
485,2,5   AVENUE DE LA REINE ASTRID,94480.0,ABLON-SUR-SEINE,48.728097,2.419463,5 Avenue de la Reine Astrid 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048573,5,Avenue de la Reine Astrid,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
486,2,5   RUE D'ESTIENNE D'ORVES,94480.0,ABLON-SUR-SEINE,48.725021000000005,2.4169810000000003,5 Rue d'Estienne d'Orves 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050566,5,Rue d'Estienne d'Orves,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
487,2,5   RUE DE VERDUN,94480.0,ABLON-SUR-SEINE,48.725925,2.4166,5 Rue de Verdun 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049981,5,Rue de Verdun,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
488,2,5   RUE DES ROSES,94480.0,ABLON-SUR-SEINE,48.726178999999995,2.424054,5 Rue des Roses 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049940,5,Rue des Roses,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
489,2,5   RUE DU GÉNÉRAL KOENIG,94480.0,ABLON-SUR-SEINE,48.727817,2.420766,5 Rue du Général Koenig 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048829,5,Rue du Général Koenig,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
490,2,5   RUE DU GÉNÉRAL LECLERC,94480.0,ABLON-SUR-SEINE,48.727932,2.421967,5 Rue du Général Leclerc 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048825,5,Rue du Général Leclerc,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
491,2,5   RUE EDOUARD JUVIGNY,94480.0,ABLON-SUR-SEINE,48.726094,2.421427,5 Rue Édouard Juvigny 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049958,5,Rue Édouard Juvigny,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
492,2,5   RUE GABRIEL PÉRI,94480.0,ABLON-SUR-SEINE,48.726548,2.41966,5 Rue Gabriel Péri 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049681,5,Rue Gabriel Péri,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
493,2,5   RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723825,2.421656,5 Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051547,5,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
494,2,5   RUE SIMON,94480.0,ABLON-SUR-SEINE,48.723869,2.424266,5 Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051534,5,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
495,2,6   AVENUE AUGUSTE DURU,94480.0,ABLON-SUR-SEINE,48.724001,2.41991,6 Avenue Auguste Duru 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051244,6,Avenue Auguste Duru,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
496,2,6   AVENUE DE LA REINE ASTRID,94480.0,ABLON-SUR-SEINE,48.727983,2.419421,6 Avenue de la Reine Astrid 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048838,6,Avenue de la Reine Astrid,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
497,2,6   AVENUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726019,2.418752,6 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049971,6,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
498,2,6   RUE DE VERDUN,94480.0,ABLON-SUR-SEINE,48.725965,2.416525,6 Rue de Verdun 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049982,6,Rue de Verdun,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
499,2,6   RUE DES ROSES,94480.0,ABLON-SUR-SEINE,48.726109,2.423956,6 Rue des Roses 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049941,6,Rue des Roses,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
500,2,6   RUE DU GÉNÉRAL KOENIG,94480.0,ABLON-SUR-SEINE,48.72763,2.420789,6 Rue du Général Koenig 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048830,6,Rue du Général Koenig,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
501,2,6   RUE EDOUARD JUVIGNY,94480.0,ABLON-SUR-SEINE,48.725986,2.4211669999999996,6 Rue Édouard Juvigny 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049959,6,Rue Édouard Juvigny,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
502,2,6   RUE GABRIEL PÉRI,94480.0,ABLON-SUR-SEINE,48.726428999999996,2.4197990000000003,6 Rue Gabriel Péri 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049673,6,Rue Gabriel Péri,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
503,2,6   RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723776,2.421677,6 Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051548,6,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
504,2,6   RUE SIMON,94480.0,ABLON-SUR-SEINE,48.724264,2.424105,6 Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051223,6,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
505,2,6   VILLA MÉDICIS,94480.0,ABLON-SUR-SEINE,48.726723,2.418,6 Villa Médicis 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049396,6,Villa Médicis,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
506,2,6 BIS RUE D'ESTIENNE D'ORVES,94480.0,ABLON-SUR-SEINE,48.725054,2.416224,6 BIS Rue d'Estienne d'Orves 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050571,6 BIS,Rue d'Estienne d'Orves,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
507,2,7   RUE D'ESTIENNE D'ORVES,94480.0,ABLON-SUR-SEINE,48.724993,2.416721,7 Rue d'Estienne d'Orves 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050569,7,Rue d'Estienne d'Orves,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
508,2,7   RUE DE LA SABLIÈRE,94480.0,ABLON-SUR-SEINE,48.7266,2.424625,7 Rue de la Sablière 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049652,7,Rue de la Sablière,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
509,2,7   RUE DE VERDUN,94480.0,ABLON-SUR-SEINE,48.725883,2.4162369999999997,7 Rue de Verdun 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049986,7,Rue de Verdun,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
510,2,7   RUE DES ROSES,94480.0,ABLON-SUR-SEINE,48.726227,2.4242619999999997,7 Rue des Roses 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049942,7,Rue des Roses,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
511,2,7   RUE DU GÉNÉRAL KOENIG,94480.0,ABLON-SUR-SEINE,48.727955,2.4207959999999997,7 Rue du Général Koenig 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048831,7,Rue du Général Koenig,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
512,2,7   RUE DU GÉNÉRAL LECLERC,94480.0,ABLON-SUR-SEINE,48.72804,2.421981,7 Rue du Général Leclerc 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048826,7,Rue du Général Leclerc,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
513,2,7   RUE EDOUARD JUVIGNY,94480.0,ABLON-SUR-SEINE,48.726149,2.421663,7 Rue Édouard Juvigny 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049960,7,Rue Édouard Juvigny,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
514,2,7   RUE GABRIEL PÉRI,94480.0,ABLON-SUR-SEINE,48.726541,2.419788,7 Rue Gabriel Péri 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049674,7,Rue Gabriel Péri,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
515,2,7   RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723905,2.4219009999999996,7 Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051540,7,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
516,2,7   RUE SIMON,94480.0,ABLON-SUR-SEINE,48.723981,2.424199,7 Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051224,7,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
517,2,7 BIS RUE SIMON,94480.0,ABLON-SUR-SEINE,48.724088,2.424132,7 BIS Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051225,7 BIS,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
518,2,8   AVENUE AUGUSTE DURU,94480.0,ABLON-SUR-SEINE,48.724305,2.421084,8 Avenue Auguste Duru 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051242,8,Avenue Auguste Duru,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
519,2,8   AVENUE DE LA REINE ASTRID,94480.0,ABLON-SUR-SEINE,48.728207,2.419779,8 Avenue de la Reine Astrid 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048565,8,Avenue de la Reine Astrid,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
520,2,8   AVENUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.726348,2.418693,8 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000325385004,8,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
521,2,8   RUE BIR-HAKEIM,94480.0,ABLON-SUR-SEINE,48.727472,2.419363,8 Rue Bir Hakeim 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049109,8,Rue Bir Hakeim,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
522,2,8   RUE DE VERDUN,94480.0,ABLON-SUR-SEINE,48.725923,2.416168,8 Rue de Verdun 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049987,8,Rue de Verdun,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
523,2,8   RUE DES MARAÎCHERS,94480.0,ABLON-SUR-SEINE,48.727478000000005,2.4228009999999998,8 Rue des Maraîchers 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049081,8,Rue des Maraîchers,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
524,2,8   RUE DES ROSES,94480.0,ABLON-SUR-SEINE,48.726155,2.424155,8 Rue des Roses 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049943,8,Rue des Roses,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
525,2,8   RUE EDOUARD JUVIGNY,94480.0,ABLON-SUR-SEINE,48.726027,2.421341,8 Rue Édouard Juvigny 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049961,8,Rue Édouard Juvigny,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
526,2,8   RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723831,2.4219169999999997,8 Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051541,8,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
527,2,8   RUE SIMON,94480.0,ABLON-SUR-SEINE,48.7245,2.423957,8 Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050864,8,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
528,2,9   AVENUE DE LA REINE ASTRID,94480.0,ABLON-SUR-SEINE,48.728262,2.419728,9 Avenue de la Reine Astrid 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048566,9,Avenue de la Reine Astrid,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
529,2,9   AVENUE DU GÉNÉRAL DE GAULLE,94480.0,ABLON-SUR-SEINE,48.725883,2.418568,9 Avenue du Général de Gaulle 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000358880592,9,Avenue du Général de Gaulle,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
530,2,9   RUE BIR-HAKEIM,94480.0,ABLON-SUR-SEINE,48.727282,2.421365,9 Rue Bir Hakeim 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049087,9,Rue Bir Hakeim,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
531,2,9   RUE D'ESTIENNE D'ORVES,94480.0,ABLON-SUR-SEINE,48.724975,2.416454,9 Rue d'Estienne d'Orves 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050570,9,Rue d'Estienne d'Orves,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
532,2,9   RUE DE LA SABLIÈRE,94480.0,ABLON-SUR-SEINE,48.726696000000004,2.424603,9 Rue de la Sablière 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049367,9,Rue de la Sablière,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
533,2,9   RUE DU GÉNÉRAL LECLERC,94480.0,ABLON-SUR-SEINE,48.728168,2.4219999999999997,9 Rue du Général Leclerc 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271048552,9,Rue du Général Leclerc,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
534,2,9   RUE GABRIEL PÉRI,94480.0,ABLON-SUR-SEINE,48.726541999999995,2.419897,9 Rue Gabriel Péri 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049675,9,Rue Gabriel Péri,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
535,2,9   RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723924,2.4220639999999998,9 Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051236,9,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
536,2,9   RUE SIMON,94480.0,ABLON-SUR-SEINE,48.724227,2.424048,9 Rue Simon 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051226,9,Rue Simon,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
537,2,9   SENTIER DU CHALLOY,94480.0,ABLON-SUR-SEINE,48.726888,2.416824,9 Sentier du Challoy 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049401,9,Sentier du Challoy,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
538,2,9 BIS RUE HENRI MAGNIER,94480.0,ABLON-SUR-SEINE,48.723977000000005,2.422285,9 BIS Rue Henri Magnier 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051237,9 BIS,Rue Henri Magnier,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
539,3,1   ALLÉE DES TAMARIS,94480.0,ABLON-SUR-SEINE,48.721934000000005,2.411854,1 Allée des Tamaris 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052234,1,Allée des Tamaris,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
540,3,1   IMPASSE GEUFFRON,94480.0,ABLON-SUR-SEINE,48.720684999999996,2.416075,1 Impasse Geuffron 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052732,1,Impasse Geuffron,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
541,3,1   RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.725134999999995,2.415921,1 Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050574,1,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
542,3,1 BIS RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.725237,2.415947,1 BIS Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050575,1 BIS,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
543,3,10   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.723277,2.411567,10 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052247,10,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
544,3,10   RUE DE LA COURRE AUX LIÈVRES,94480.0,ABLON-SUR-SEINE,48.725145,2.413368,10 Rue de la Courre aux Lièvres 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050586,10,Rue de la Courre aux Lièvres,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
545,3,10   RUE DE MONS,94480.0,ABLON-SUR-SEINE,48.724359,2.4156560000000002,10 Rue de Mons 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000332168182,10,Rue de Mons,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
546,3,10   RUE DU MONT CASSIN,94480.0,ABLON-SUR-SEINE,48.723892,2.414197,10 Rue du Mont Cassin 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051277,10,Rue du Mont Cassin,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
547,3,10   RUE HENRI DUNANT,94480.0,ABLON-SUR-SEINE,48.725419,2.414375,10 Rue Henri Dunant 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050253,10,Rue Henri Dunant,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
548,3,10   RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.726374,2.415651,10 Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049691,10,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
549,3,10 BIS RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.726440999999994,2.415624,10 BIS Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049692,10 BIS,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
550,3,11   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.723454,2.411565,11 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052248,11,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
551,3,11   RUE DU HAMEAU DE BELLEVUE,94480.0,ABLON-SUR-SEINE,48.724392,2.41364,11 Rue du Hameau de Bellevue 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050931,11,Rue du Hameau de Bellevue,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
552,3,11   RUE DU MONT CASSIN,94480.0,ABLON-SUR-SEINE,48.723898,2.414113,11 Rue du Mont Cassin 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051282,11,Rue du Mont Cassin,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
553,3,11   RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.725881,2.415804,11 Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049984,11,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
554,3,11   RUE ROBERT SCHUMAN,94480.0,ABLON-SUR-SEINE,48.726264,2.412273,11 Rue Robert Schuman 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049704,11,Rue Robert Schuman,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
555,3,12   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.723618,2.411551,12 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052249,12,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
556,3,12   RUE DE LA COURRE AUX LIÈVRES,94480.0,ABLON-SUR-SEINE,48.725305999999996,2.413382,12 Rue de la Courre aux Lièvres 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050258,12,Rue de la Courre aux Lièvres,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
557,3,12   RUE DU HAMEAU DE BELLEVUE,94480.0,ABLON-SUR-SEINE,48.724441999999996,2.413703,12 Rue du Hameau de Bellevue 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050932,12,Rue du Hameau de Bellevue,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
558,3,12   RUE DU MONT CASSIN,94480.0,ABLON-SUR-SEINE,48.723993,2.414232,12 Rue du Mont Cassin 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051278,12,Rue du Mont Cassin,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
559,3,12   RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.726632,2.415522,12 Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049693,12,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
560,3,13   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.723793,2.411546,13 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052250,13,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
561,3,13   RUE DE MONS,94480.0,ABLON-SUR-SEINE,48.721948,2.4134439999999997,13 Rue de Mons 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052469,13,Rue de Mons,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
562,3,13   RUE DU MONT CASSIN,94480.0,ABLON-SUR-SEINE,48.723923,2.414118,13 Rue du Mont Cassin 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051283,13,Rue du Mont Cassin,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
563,3,13   RUE ROBERT SCHUMAN,94480.0,ABLON-SUR-SEINE,48.726240999999995,2.412041,13 Rue Robert Schuman 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049709,13,Rue Robert Schuman,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
564,3,14   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.723946000000005,2.411547,14 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052251,14,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
565,3,14   RUE DU HAMEAU DE BELLEVUE,94480.0,ABLON-SUR-SEINE,48.724478000000005,2.413457,14 Rue du Hameau de Bellevue 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271050941,14,Rue du Hameau de Bellevue,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
566,3,14   RUE HENRI LAIRE,94480.0,ABLON-SUR-SEINE,48.726793,2.4154430000000002,14 Rue Henri Laire 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271049402,14,Rue Henri Laire,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
567,3,15   ALLÉE DE L'ORANGERIE,94480.0,ABLON-SUR-SEINE,48.724113,2.4115439999999997,15 Allée de l'Orangerie 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271052252,15,Allée de l'Orangerie,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
568,3,15   RUE DU MONT CASSIN,94480.0,ABLON-SUR-SEINE,48.724078000000006,2.414175,15 Rue du Mont Cassin 94480 Ablon-sur-Seine,0.91,housenumber,ADRNIVX_0000000271051284,15,Rue du Mont Cassin,,94480.0,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001.0
